user_name,score,date,text
Marcos Diniz,1,13/06/2024,O Itaú ligth era melhor .esse e pesado demora pra abrir.
Bruno Cardoso Ferreira,1,13/06/2024,que banco horrível torço que venha a falência de tão ruim tanto o atendimento quanto a facilidade
Lucileide Nascimento,1,13/06/2024,"Péssima experiência com Itaú, estou a mais de 30 minutos tentando fazer um cancelamento e não tem atendimento nem lugar nenhum facilita a negociação."
Paulo Matheus,1,13/06/2024,"atualizou essa disgraça pra conseguir fazer alguma movimentacao agora ta horrivel , mexer no que ta queto"
Raphael Santana,2,13/06/2024,"O aplicativo funcionava muito bem, agora o botão de falar com gerente nem funciona mais, tendo que ir até a agência para resolver coisas simples."
Janete Vicentim,5,13/06/2024,Nao consigo mas entrar brokeeram minha senha porke demorei digitar aimda disse senha errada continuei porke nao kero mudar a senha pois me eskeço facil devido a idade
Murilo de Lima Caldas,1,13/06/2024,Essa nova atualização ficou péssima! Antes dava pra ver certinho os gastos do cartão de crédito. Era super intuitivo. Estragaram o APP
Paulo Aguilar,1,13/06/2024,Pior banco do Brasil.
Marcia Morais,1,13/06/2024,Muito lento e confuso 😕
Francisco Diniz.,1,13/06/2024,Número de teclado muito pequeno de mais
Marcio Adriano Fernandes,1,13/06/2024,"Péssimo banco, pessoas mal treinados, com má vontade de ajudar os clientes. São todas muito atrapalhados. Não recomendo."
Dulci Barbieri,2,13/06/2024,"Layout ruim, muito difícil de achar o que precisa, fica escondido e toda hora pede para atualizar, que causa atraso na utilização. Sugiro visitar apps de bancos digitais para se modernizarem. Sao muitomais fluidos e intuitivos"
Carlos nivaldo De volta pra jesus,5,13/06/2024,Excelente
Daniela Yammine,1,13/06/2024,"Depois destas últimas mudanças no app, está tudo bugado! Não consigo nem consultar mais os gastos do meu cartão que sempre fazia pelo app. Me informaram que pode ser uma instabilidade, e disseram pra eu baixar o outro app, que é o de cartões. Baixar mais um app? Sempre pude consultar por este e agora preciso usar mais espaço no celular pra instalar outro? Por favor, consertem os bugs do app, antes que eu desista de vez."
Gabriel,1,13/06/2024,BANCO E APLICATIVO MAIS LIXO QUE EXISTE
Evandro C R Souza,3,13/06/2024,Precisa sempre está melhorando ⁉️
wellinton silva santos,2,13/06/2024,"Eu acho totalmente desnecessário pedir Esse IToken, Só atrapalha, não faz o menor sentido essa solicitação sinceramente. Por minha visão o aplicativo é ruim por conta dessa Função."
Marcelo Almeida,3,13/06/2024,Achei muito prático juntamente com o tokpag.
Tere Da Silva,1,13/06/2024,Péssimo
Elenita Mendonca,1,13/06/2024,"o app tá horrível, fundo branco, números minúsculos, dificulta enxergar direito, antes era muito melhor, nota 0"
Flávio Meireles,1,13/06/2024,Aplicativo está muito lento deixando o cliente constrangido nos estabelecimentos na hora de fazer o pix.
Geisa Rodrigues,5,13/06/2024,Ótimo me ajuda bastante
ana carla Evaristo,1,13/06/2024,"App com lentidão, demora muito pra abrir e pra fazer as transações"
Lú Morellato,1,13/06/2024,"Não possuo mais o cartão, portanto fica difícil acessar o app"
Robson Oliveira,1,13/06/2024,O acesso com a digital não funciona na pasta segura da Samsung. Como pode um recurso de segurança não funcionar em um recurso que foi criado pela Samsung para aumentar a segurança dos aplicativos bancários. Detalhe outros aplicativos bancários funcionam normalmente!
Valter Sousa,1,13/06/2024,"Horrível,como pode uma empresa tão grande e sólida,ter um app tão feio,nada intuitivo e com um layout táo ruim,estão economizando com os desenvolvedores e tecnologia?nota 0"
Bebeto Gomes,1,13/06/2024,Péssimo atendimento sobre financiamento do veículo na agência ninguém ajuda resolver nada só quer vender o consumidor que si lasque
RECEITAS ECONÔMICAS,1,13/06/2024,"Atualizou pra pior, ficou mais lento do que já era, e pra piorar mais ainda , não mostra, os números que corresponde com a minha senha, não consigo acessar a minha conta, liguei reclamando , a resposta que me deram e que o aplicativo está bom, só se for pra eles , simplesmente horrível."
Juɳiѳʀ Mɑcɦɑɗѳ,1,13/06/2024,"Aplicativo com muitos bugs , não consigo reativar meu iToken e as vezes não aparece os comprovantes"
Italo da silva,1,13/06/2024,Não tem tema escuro Se tem esconderam a opção
Talles Matheus Borges,1,13/06/2024,"Parou de funcionar o acesso com a biometria, e pode excluir, limpar cache, apagar dados da conta, resetar tudo que não volta"
Denise Vasconcellos,1,13/06/2024,Aplicativo fora do ar preciso de ajuda
Christiane Trindade,1,13/06/2024,"Depois dessas atualizações não consigo acessar o meu cartão, em vez de aparecer os meus cartões aparece somente do meu marido. Assim não consigo ver nada ,nem limite, fatura, compras . Péssima atualização."
Amanda Santos,2,13/06/2024,Depois da última atualização ficou péssimo
Bruno Peleteiro,1,13/06/2024,"Que atualização foi essa que agora não consigo agendar a data de pagamento da fatura do cartão de crédito? Para conseguir agendar o pagamento eu tive que abrir o app Itaú Cartões, ir na opção de pagar fatura para pegar o código de barras e aí sim vir no app do banco para escolher a data do pagamento."
Vy Manoel,1,13/06/2024,Péssimo aplicativo pior experiência que já tive na vida e não recomendo nem aos meus inimigos.
Nazareth Revelles,2,13/06/2024,A atualização é péssima. Não consigo acessar meus cartões de crédito pelo app do banco. Tive que baixar o app cartões Itaú. Ridículo.
Francisco Almeida,4,13/06/2024,Eu prescisei falar com um atendente e ou com o gerente e não encotrei esta opção as opção que tem não chega em lugar nem um
Bianca Marques,1,13/06/2024,Tô sem a essar minha conta desde ontem.aplicativo da erro! Estou levando prejuízo por usar a conta para trabalho
Marcos Lopes,2,13/06/2024,Versão 7.068.0 quebrou o acesso via biometria no MiUI 14.0.5.0
Leonardo Luiz,1,13/06/2024,Pelo amor de Deus. Voltem o app pro que era antes desse desastre de atualização.
Thalisson Pereira da Silva,5,13/06/2024,"Amei, super recomendo prático de mexer e funcionalidades ótima"
HENRIQUE GROSCHKE (HAMSA DASA),1,13/06/2024,"Banco lixo, sistema lixo, quero indenização!"
Reginaldo Barcellos Rozendo,1,13/06/2024,"Pessimo aplicativo. Pesado demais. O a internet fraca, nao consegue acessar nada"
Allan Vlogs,1,13/06/2024,"Tá horrível não tá dando nem pra ver extrato, fica indo para aplicação"
Haylla Carvalho,1,13/06/2024,Aplicativo vive travando com a nova atualização. Não abre quando precisa. Péssimo
Michel Brandao Siqueira,1,13/06/2024,Ultimamente tem apresentado muita instabilidade no app. Tenho optado em utilizar outros bancos. A atualização de melhorias só trouxe problemas.
Gustavo Paulino,5,13/06/2024,"Melhor aplicativo e melhor banco. Resolvo tudo por esse aplicativo e a cada dia ele me surpreende positivamente com novas atualizações. Aplicativo seguro, estável. Não é um banco igual esses banquinhos que tem por aí que não te dão nenhuma confiança, é a segurança do Itaú."
Carlos Leandro,5,13/06/2024,Bom
Rafael Barcellos,1,13/06/2024,Falta colocar com digital identificação
Fabiana Lima Psicóloga,1,13/06/2024,"Tá péssimo , uma bost4."
Washington Fernando Marena Landgraf (Land),1,13/06/2024,"Estou tentando habilitar a digital no meu aparelho oneplus12 e depois que eu coloco a digital, o botão de habilitação volta ao estado de não habilitado, corrijam este erro por favor."
Dj Cidimar Moreira,1,13/06/2024,"Pior do mundo o APP não é confiável, olha ai meu nome, é Cidimar, quando entro no meu App com minha senha, aparece o nome de Sandro. Putz isso é brincadeira ITAU? Ainda bem que só depositei 50 reais pra teste. Não instale esse app, ele não é de confiança."
Eisten Labajos Villena,1,13/06/2024,"A aplicação deles é péssima, demora uma eternidade para fazer o login e nem vamos falar em pagar ou fazer alguma consulta. São anos-luz retratados nesse aspecto!!!!"
Valeria Ponciano Ribeiro,1,13/06/2024,"Esse app está cada vez pior. Pedi um novo cartão 3 vezes e não chegou e sempre recebo mensagens dizendo que pode cadastrar nova senha e usar o cartão antes dele chegar, mas quando tento cadastrar sempre diz pra eu cadastrar na agência e levar o cartão junto. Aff!"
Alex Santos,2,13/06/2024,"Meu Deus q atualização foi essa? Simplesmente não dá pra entender nada da fatura!! Os números e valores estão todos embaralhados, sem a quantidade de parcelas, totalmente confuso"
Thiago Henrique Ferreira,1,13/06/2024,Caiu demais... Eu já dei 5 estrelas antigamente. Hoje o aplicativo está lento e com instabilidade. Eu precisei várias vezes acessar a conta pra fazer pagamentos e não consegui. Desse jeito penso em sair fora do banco.
kelly Sawaya,3,13/06/2024,"Sei que estão trabalhando para o melhor, mas, a atualização só piorou a visualização da fatura do cartão de crédito. Tenho um adicional, que antes era possível verificar a sua parte na fatura. Mas, agora, as compras foram separadas por data e isso , só dificultou a informação. Preciso olhar toda a fatura, separar as compras e somar tudo. Agradeço se puderem rever isso."
Bruno F.,1,13/06/2024,"Por favor coloquem opção de acesso ao aplicativo pelo reconhecimento facial do smartphone, para quem não usa a biometria digital do smartphone? POR FAVOOR para podermos entrar mais rápido no app"
{_Itamar Gm_},5,13/06/2024,💟🟩🟪🪯🪯🪯🪯🪯🟪🟩🟧💬🤳💥
Roberto Gonçalves,2,13/06/2024,Esse aplicativo demora para abrir!. E muito frustrante!.
Murilo Bispo,1,13/06/2024,o app não abre
Henry Santos,1,13/06/2024,"Péssimo, quando a gente mais precisa pode acontece instabilidades para acessar o aplicativo, tomei um prejuízo hoje sorte que tinha dinheiro físico, pois não pude acessar o Pix pois o aplicativo alegava instabilidade e não entrava."
Shagrath,5,13/06/2024,O app é bom. Bem completo nunca tive problema .mas pra quem não sabe mexer poderia ter uma versão mais básica .
Andre Varela,2,13/06/2024,Aplicativo bastante pesado tem que ser maisb rapido quanto mais simples melhor a cada atualizaçao fica pior tem ser igual o itau versao lite ter todas as funcoes dai fica bom se nao melhorar isso sinto muito mas vou trocar de banco
Matheus Fernando,1,13/06/2024,Horrivel travei meu pix e não aceitam eu troca minha senha pelo app
Cristtyano Aaron,1,13/06/2024,"O App era ótimo. Agora a fatura do cartão tá com várias informações escondidas. Não mostra mais os parcelamentos. A filtragem do extrato, não funciona direito. Você pede para ver 3 meses só de entradas, ele mostra meio mês mais atual. Tá completamente confuso. Acho que deixaram a atualização do App na mão do estagiário, só pode. Não é possível, tamanho retrocesso. 😱"
Delsimar Torres,1,13/06/2024,O pior app que eu já vi e instalei no meu celular não reconhece a foto do próprio dono
Márcia Mello,1,13/06/2024,"Este aplicativo é uma falta de dignidade e respeito para com o concorrentista! Se alguém precisar de suas economias para um acidente por exemplo, essa pessoa morre porque o aplicativo não deixa mexer na conta poupança! Está sim há mais de uma semana! 😡🤬 Um recado simples aos idiotas responsáveis pelas mudanças no aplicativo: conta de banco não é rede social e portanto não deve ser modificado o que estava bom como a transferência. Voltem ao antigo modelo que funcionava bem! Equipe inútil! 🖕"
Izabela Oliveira,1,13/06/2024,"O aplicativo como um todo não é fluido, mas a área do cartão se supera, nunca vi dados tão mal apresentados, tudo muito confuso e mal distribuído. Se comparado a outros sistemas bancários como o Bradesco e o Inter chega a ser ridícula a diferença na qualidade e experiência."
Fabiano Salas Lepe,1,13/06/2024,Ruim só o que venho relatar
Michael Rodrigo,5,13/06/2024,Amo o itau mais to chateado por que nao estou conseguindo fazer pix
Rosa Sandra,1,13/06/2024,"Está nova atualização, atrapalha mais do que ajuda."
Roberto_oficial,3,13/06/2024,"Olá Itaú será possível como pedido de 2° veze por repetir o mesmo erro, vcs mudarem o sistema de bloqueio de senha sem precisar ir numa agência! Porque tem a confirmação da FT facial refazer a senha,só que só desbloquear para usar a conta se for lá na agência do banco físico,e alguns mora longe ou outros não tem acesso, então por gentileza se vcs puderem avaliar esse comentário tá desde já agradeço."
Carla Félix,5,13/06/2024,olá amigos que fazem agente feliz do Itaú sem puxar saco eu adorei estes de pontinhos e quadrado 🔲 top parabéns eu só não gosto duis comerciais na frente quando preciso digitar é ruim
Francisco Melo,1,13/06/2024,"Sempre que abro o APP e tem mudanças. Sinto que o cliente não tem importância nenhuma, fazem o que quer sem comunicação alguma. Estou insatisfeito com a mudança."
vss silva,4,13/06/2024,Esta ruim esse App hoje
João Castilho,5,13/06/2024,Muintobom
Marcelo G. Santana,1,13/06/2024,"O acesso através da digital continua com problema. Quando tentamos acessar o app, a solicitação da biometria feita pelo Android por conta da proteção do app por biometria implementada pelo próprio sistema se sobrepõe ao solicitação de biometria para acesso da conta no app e o app acaba falhando em conectar à conta e pede, então, a digitação da senha. A biometria só funciona quando ficamos que nem loucos tocando várias vezes no sensor pra que as duas solicitações de biometria seja satisfeitas."
Luciana Ferreira,1,13/06/2024,Muito ruim esse app muito lento. Precisa melhorar
ranielle muniz,5,13/06/2024,Muito bom o aplicativo
Denise Oliveira,1,13/06/2024,"Desculpa, o app estava funcionando lindamente, fizeram uma atualização com reconhecimento facial. Acontece que não é em todo lugar que tem iluminação apropriada, estava para pagar o estacionamento e não pude fazer o pix devido essa atualização. Atualizar para melhorar sim, agora para complicar, poupe-me! Deveriam dar a opção quem quer usar reconhecimento facial, e quem não quer usar reconhecimento facial. Agora vcs mudam e o cliente que se lixe?? Que falta de respeito!"
Aurelino Pereira,5,12/06/2024,O aplicativo do banco Itaú está cada vez melhor . Valeu pessoal da equipe de tecnologia. Um app ainda melhor após essa última atualização voltei a dar as 5 🌟 . Itaú cada vez melhor muito satisfeito com os atendimentos recebido . Atendimento top nota 10.
Marcos Vinicius Biscaia,1,12/06/2024,"Depois das duas últimas atualizações ficou horrível o app, travando mesmo com internet boa, começou um bug de ficar pedindo pra re-cadastrar senha de acesso, simplesmente ficou o pior app que já vi... Sou obrigado a usar pelo fato de possuir conta salário e financiamento no banco... Não recomendo"
Slowbhx,1,12/06/2024,"App mau feito, Só aparecem os comprovantes d pix. Os d compras tb tm q tr e cm horários. E nao tm. Falta tb a opçao do bloqueio d pagamento pr aproximação. Se vcs nao tm capacidade pra fazer, contratem uma empresa q sabe"
DJ Clebim de Souza,1,12/06/2024,Aplicativo com falha na biometria digital
Marcão Jaksons,1,12/06/2024,Auro moura
Mônica Rodrigues,2,12/06/2024,"O app era excelente! Começou passar por atualizações e as infos ficaram ""mais escondidas"" prejudicando a facilidade no acesso. Péssimo"
Jessie Raquel,1,12/06/2024,"Por favor, arrumem esse aplicativo, há dias não consigo pagar boletos e fazer Pix."
Sivaldo Evangelista,4,12/06/2024,Eu.tenho.conta.e.esta.bem
Moises Prestes,5,12/06/2024,Ótimo
thigo animeplay,1,12/06/2024,"Aplicativo está horrível, lento, cheio de bugs. Toda vez que tenho que fazer alguma operação é uma saga para ele funcionar. Antigamente era bom, mas agora..... Péssimo"
Francieli Nunes,3,12/06/2024,"Ele é bom, só acho que deveria melhorar um pouco em questão de velocidade no acesso de opções muito lento"
Diego Pergoli Mattos,1,12/06/2024,Estava bom antes da última atualização. Parou de funcionar a biometria usando o app via pasta segura na samsung.
Adriano S. Alves,2,12/06/2024,Não estou conseguindo acessar por biometria há semanas. A opção de acesso com biometria desmarca sozinha
silvania alves,2,12/06/2024,"Não consigo acessar minha conta com a biometria. Já segui todo o passo a passo. Mas, não reconhece minhas digitais. Gostaria que resolvessem, por favor!"
Carlos Renato Caldeira Brant Jardim,2,12/06/2024,"O aplicativo funcionava muito bem, porém tem 2 dias que estou tentando entrar e o aplicativo simplesmente não abre. Preciso de uma resposta, pois os meus boletos estão vencendo."
Paulo Silva,5,12/06/2024,Bom
Clesio Junior,1,12/06/2024,Área Pix não funciona. Péssimo
Rodrigues Callboy ////José Rodrigues de Oliveira (Rodrigues Callboy),2,12/06/2024,Esse aplicativo estava excelente. Porém com a última atualização: ficou péssimo ( senão um dos piores que já utilizei)! Tornou-se praticamente impossível visualizar os números para colocar a senha! Se não tiver uma atualização do emergência eu mesmo vou dar adeus para o banco Itaú virtual. Prefiro as imensas filas! Segui todas as orientações do desenvolvedor do app. Só que: foi igual promessa de candidato em período político! Não adiantou nada. Ou seja: os números com sem condições de ler!
Wlisseia Alves Dos Santos,5,12/06/2024,Excelente
Alexandre Mateus Galvino,1,12/06/2024,"Estou colocando 1 estrela pq não dá pra dar 0. Pior app de banco que já vi, tá perdendo até para o caixa tem. App lento, vc pode usar a melhor internet do planeta, que o app fica lento e trava. Me dá uma raiva tão grande que a vontade até de pedir portabilidade. Só pra não ter mais que usar esse app horrível. Respondendo ao desenvolvedor: sim, já limpei o cache e sempre limpo, pra tentar usar esse app a manivela que vcs desenvolveram, e não resolve absolutamente nada."
Rafael Gouveia,1,12/06/2024,"Horrível, muito lento e trava demais"
FERNANDO MOURO,1,12/06/2024,Estou sofrendo em uma viagem internacional blokearam o app...porque estou gastando meu proprietary dinheiro estou pedindo socorro faço tudo pelo app do itau que falta deconsideracao
Nathalia Rodrigues,1,12/06/2024,Antes era melhor. Hoje está horrível
Roberson Dias,2,12/06/2024,"Já foi muito bom. Agora demora para abrir, o leitor de código de barras não lê o código de barras ( isso mesmo, não faz a sua função básica) Hoje travou o meu celular duas vezes na hora de pagar uma conta que só foi paga na segunda reinicialização e digitando o código. Começam a querer inovar muito e esquecem do básico: o aplicativo funcionar."
Marizete Freire,5,12/06/2024,Excelente aplicativo
Debora Oliveira,5,12/06/2024,"Não, entendi porque manda para eu acessar o app que encerraram a minha conta."
Walter Iatamar,1,12/06/2024,Tudo tem que ter senha vou desinstalar esse APP assim eu não passo raiva mais
Rafael Lopes,1,12/06/2024,Me arrependo de ter aberto uma conta no Itaú o aplicativo não funciona (de forma nenhuma seja pra depósito ou Pix ou pagar conta ) Bloquearam a minha senha não sei o porquê Por isso eu prefiro qualquer outro banco Misericórdia
Waldemiro Márcio Arruda,5,12/06/2024,Muito rápido e prático!
Alexandre nascimento,1,12/06/2024,"Esse app já foi mais rapido e simples de usar, desde a ultima atualização ficou impossivel fazer transferência via PIX.... Não recomendo baixar a atualização recente"
Fernanda,2,12/06/2024,"Tá muitoooo ruim essa parte do App deslogar facilmente, antes dava para olhar dados no WhatsApp, por exemplo uma chave pix , ou dados de transferência... sem o aplicativo deslogar. Agora, toda hora sai"
thiago girao,1,12/06/2024,Não gostei do aplicativo
Thiago Caetano crispim Caetano,1,12/06/2024,Um mito difícil de mexer com esse banco
italo santos,1,12/06/2024,Não estou conseguindo realizar qualquer transferência. Sem contar que está perdendo a intuitividade.
Lucas Colzani,1,12/06/2024,"App lamentável, mesmo com as atualizações a experiência não melhora. Inimigos da eficiência Agora, em época de declaração de ir, insistem em esconder os informes sendo necessário entrar em 3 menus para chegar no lugar certo. Além disso, os botões dos informes levam apenas a opções para abrir o PDF, não baixar. Dentro das opções para abrir, o app do Itaú não indica abrir pelo APP de PDF, e sim outros apps aleatórios. Na verdade, deveriam mandar por e-mail todos os informes já de cara."
Alexandre Costa,1,12/06/2024,"Ficou muito ruim essa versão do aplicativo. A anterior era melhor. Nessa vocês tiraram várias opções, principalmente na parte de cartão de crédito tinha várias opções como troca de cartão entre outras opções. E não adianta falar que no aplicativo do Itaú cartão não essas opções."
Janine Nonato de Medeiros,1,12/06/2024,Pior aplicativo de todos os bancos!!!
fabiano spadoni,1,12/06/2024,"Aplicativo sem acessibilidade para deficientes visuais, pois não há como aumentar fonte ou usar modo escuro. Mesmo tentando contato por chat não há atendimento. Em agência ninguém consegue ajudar por não existir acessos. Ou seja. Clientes deficientes são tratados como exclusos. 😡 Um dia espero que possam entrar em contato, pelo menos se houver algum interesse da instituição."
Josivan Santos,5,12/06/2024,Bom
Mauro Guilherme,2,12/06/2024,"N estou conseguindo abrir a conta,toda vez q eu coloco meu CPF aparece que não foi possível abrir a conta"
Adriana Silva,2,12/06/2024,"Não gostei, era mais bonito antes e mais prático"
Maria Cecília brink,1,12/06/2024,A nova versão está péssima está piro que o app da caixa Deus me livre lento e travando isso quando consigo acessar meu app .só dá instabilidade do sistema a versão anterior da de 10 a 0 nessa nova .por favor arrumem isso tá atrasando meu dia dia
OSMAN REZENDE MARCOS,5,12/06/2024,Excelente aplicativo
Lucia Cristina Santos Carvalho,1,12/06/2024,"Péssima atualização. Não consigo mais visualizar os meus cartões de crédito, pois não aparecem mais no app. Não consigo acessar mais nada dos cartões. Até pra acessar conta corrente, Itaú shop e outros produtos ,ficou pior. Muito complicado e confuso essa atualização.... O que era bom e descomplicado, ficou péssimo. Já fiz reclamação e espero que resolva o meu problema. Muitas atualizações seguidas só pra dificultar."
Joseli Batista do Santos,5,12/06/2024,Muito bom trabalhar com vocês também
Liu Lilico,1,12/06/2024,Muito ruim essa desgraça
Lara Leal,1,12/06/2024,"Horrível, depois da última atualização ele não abre mais , só fica carregando , péssima opção de banco"
Alexsandro Santos,5,12/06/2024,"Voltei aqui para atualizar o comentário, darei as 5 estrelas. O app melhorou o desempenho tá bacana.."
Geisa Viana,1,12/06/2024,"Direto fica pedindo para instalar itoken , um transtorno para quem tem que ir na agência no caixa eletrônico pra ativar."
Luna Moreira,2,12/06/2024,NÃO consigo pagar digitando o código de barras e copiando e colando o código
Sandra Bragato,1,12/06/2024,Eu desconto tofos mês os valores do meu Tim e do meu genro..neste cartão...esse mês não desmontaram...e tenho saldo no cartão de crédito ....inventaram que naofazem mais...que tem que ir renovar...terminando de pagar vou cancelar todos os cartões que tem Itaú...outra coisa na fase da pandemia...eu pagava o cartão para poder fazer compras...eles baixaram o valor sem comunicar....entao fiquei devendo no cartão Luiza...pois ou eu pagava o mesmo ou passava dificuldades.
Ewerton Barros,1,12/06/2024,"Limite e função de crédito nunca liberados pra mim. Posso usar tudo o que for dessa conta, até os serviços pagos e do cartao no débito. Nunca vão me liberar limite de crédito nem mesmo indo na agência fisica caso que eu até ja fui, e não deu em nada. Posso ter a melhor relação do mundo com o Itaú, mas o Itaú não quer ter esse mesmo tipo de boa relação comigo a esse ponto."
Wesley 19Safadao,5,12/06/2024,banco muito bom
Matheus Flores,1,12/06/2024,Impossível utilizar o aplicativo após a última atualização.
Gislene Deroza Furtado,5,12/06/2024,"Meu Deus!!!! Que LIXO esse app que ódio que estou sentindo, perdi dois acordos financeiros porque não consegui pagar no dia, hj 12 de junho 24 tenyando de novo e sem sucesso!!! COMO CONSEGUIRAM ESTRAGAR ALGO QUE ERA TÃO BOM????????? ASSIM QUE CONSEGUIR PASSO MEU DINHEIRO PARA O INTER."
michele santos,2,12/06/2024,Ta péssimo
Alisson Nunes,3,12/06/2024,"Após a última atualização ficou péssimo. Por favor voltem com a imagem ilustrativa do cartão com barra de limite total e preenchimento progressivo desta barra com respectivo limite utilizado. Abaixo da supracitada barra, listem de maneira simples os últimos lançamentos dentro do mês em curso. Menos é mais, tirem as firulas. O App já foi perfeito, mas tem piorado."
Jenildes São Pedro Dos Santos,1,12/06/2024,Péssimo
Angela Maria Barbosa Dos Santos,5,12/06/2024,"Gosto muito do atendimento presencial atualmente, houve um período difícil. Mas quanto ao aplicativo cada dia mais difícil, um pedir de foto constante, depois exige uma senha nova, muito desgastante"
Gi C A,2,12/06/2024,"eu gosto muito do banco, mas o app é terrível. cada acesso é uma surpresa, já que sempre tem algo que não funciona direito. ontem acessei minha fatura do cartão, hoje quando clico pra abrir aparece que eu não tenho cartão disponível. mês passado eu não conseguia abrir as compras recentes, no outro foi outra coisa. é, vcs querem demais um app ""cool"", mas funcionalidade que é bom, nada."
Wagner Brum,5,12/06/2024,"Bom diaaaaaaaaa, infelizmente tida vez que o app muda, só piora pra nós clientes"
ZILDA FERREIRA,5,12/06/2024,Super legal! Super cool!
João Tiago Bataier (JTB),2,12/06/2024,Ruim
elson dos Santo,1,12/06/2024,"Esse banco Itaú é um lixo a gestão dele e um orror nas agências bancária fica um monte de funcionários passeando não tem fucilonadidade nenhuma ficam só com a cara para cima com o seu jeitos esnobe achando que é melhor que os outros só porque trabalho no banco porque o salário uma vergonha gente orrivel gestão balale sem conhecimento nenhuma estão dando dinheiro para esses funcionários eles não tem comprometimento com os clientes do banco Resumo sem nenhuma gestão, gestão balela"
Wendson Carlos,5,12/06/2024,Esse app é bom demais
Giovana Martinho,1,12/06/2024,"Tive que desinstalar vários app importantes do meu celular para simplesmente ATUALIZAR esse app do Itaú mas vejo que foi em vão! Sem sucesso! Tentei o que a equipe me recomendou por aqui mas não deu certo! Para essa bendita atualização, me pedem para desinstalar vários aplicativos importantes com os quais trabalho! Só não vou desinstalar de vez o app pq na minha cidade nem tem agência do Itaú caso dê algum problema! Vou ter que usar o banco do meu marido! Infelizmente! Hoje 12/06/24 novamente!"
WILLIAN SANTANA,1,12/06/2024,Essa nova atualização modificou a parte onde eu consigo ver as quitação de dívidas pq agora depois que eu clico em quitação de divida aparece um botão escrito seta esquerda e em baixo tudo em branco como se estivesse faltando arquivos para carregar essa tela corretamente na programação do app de vcs. Assim que melhorar eu mudo a classificação aqui agradecendo.
O Dias,1,12/06/2024,"💩💩💩💩💩💩💩💩💩 AINDA ESTÃO NESSA DE ACHAR QUE AS PESSOAS PRECISAM IR NA AGÊNCIA PRA REINSTALAR UM APP DA PRÓPRIA CONTA QUE JÁ RECONHECE SUA DIGITAL, SUA SENHA, SUA LOCALIZAÇÃO???💩💩💩🤷"
Thelicia Moralez,2,12/06/2024,Desde a última atualização o app esta muuuuito lento pra acessar... muito mesmo.
Indianara Marques,3,12/06/2024,Lento
Ytalo Barros,5,12/06/2024,"O app é muito bom , fácil acesso estou Amando."
Luis Filipe Maximo,2,12/06/2024,"Nossa essa última atualização está bagunçando tudo, toda vez que faço um Pix tenho que desabilitar e habilitar novamente o itoken, toda hora tenho que refazer o reconhecimento fácil."
Alberto Alencar,3,12/06/2024,O aplicativo está muito ruim pra fazer logout. Tem que ter um atalho pra sair na tela principal.
Cleide Loubak,5,12/06/2024,No momento está tudo bem ❤️
Raimundo Jose,5,12/06/2024,o aplicativo e muito bom
Daniela Flandes,1,12/06/2024,"A nova atualização é um lixo, não pede a biometria mesmo ela estando ativada, TD vez q entra pede o CPF mesmo depois de ter colocado a opção lembrar meu CPF. Quero voltar para a versão anterior que era um milhão de vezes melhor !!!! 😡😡😡"
Edmilson Nascimento,1,12/06/2024,"Merece apenas uma estrela Pois depois que atualizou, ficou muito ruim toda vez que acesso fica dizendo, que está com instabilidade."
ELIZETE PEREIRA,1,12/06/2024,Desde dia 10.5.2024 não consigo pagar ou tranferir..... app ficou par mim sem utilidade..... quando isso será resolvido??
Victor Baraldi,1,12/06/2024,"Primeiro aplicativo de banco que uso que vai me forçar a ir em uma agência para trocar uma senha, usabilidade péssima diz que não atendeu os requisitos para alterar a senha, mas não fala quais, usei 15 senhas diferentes não aceitou nenhuma"
Cleber Cezario,1,12/06/2024,"Agora o problema é que não recebo mais notificações nem no APP, nem por SMS, nem por qualquer outro meio quando, por exemplo, faço pagamento no débito! Com meu filho está acontecendo a mesma coisa. Já fui nas configurações e está OK, ou seja, é mal funcionamento..."
Mah,1,12/06/2024,"Não existe opção de quitação de empréstimo consignado, no virtual?"
Danilo Silva Matos,5,12/06/2024,Bom
Renato,4,12/06/2024,Falta fazer pix com o aplicativo light
Sandra Albuquerque,2,12/06/2024,Está péssimo não consigo cadastrar a senha diz foto enviada com sucesso várias tentativas em vão e está muito lenta o aplicativo
Vete Ribeiro,1,12/06/2024,"Não consigo entrar na minha conta pelo aplicativo,toda vez diz que em breve o CPF estará disponível.O que significa isso,se eu já sou cliente?"
Edgar Soares,5,12/06/2024,Tem todos os requisitos que o cliente precisa.Alem da segurança tem a facilidade operacional voltada para o cliente.
Bob Brasil Entretenimento,5,12/06/2024,Itaú sempre eficiente. Meu banco favorito!!
Thales bruno Bruno,5,12/06/2024,Boa
Karine Neves,1,12/06/2024,"Estou a horas tentando depositar um cheque e simplesmente não carrega, passo da parte de tirar a foto e fica carregando e não vai, que isso com todos os cheques que eu depositei foi esse trabalho meu Deus"
Francisco Santos,5,12/06/2024,Prático e simples de usar
Bararara _._,3,12/06/2024,"Péssimo o fato de terem ativado o seguro do cartão sem eu nem solicitar, com um dinheiro no qual nem tenho. Agora tá um trabalho desnecessário pra pra cancelar isso. Só dor de cabeça."
Suellen Aparecida De Gois,1,12/06/2024,"Não abre o app, estou a 3 dias para entrar novo cliente e não consigo."
